"id","name","severity","state","version","createdDate","modifiedUserId","lastUpdated","isDeleted","alertType","entityId","customerId","siteId","stationId","attributes"
"7b0d6453-da3d-4fdf-8c10-3c022a89a6a2","deviceDisconnection Alert for New ink dewpoint 1","40","activated",3,"2022-08-10 06:49:15.303831","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:23:35.859871",False,"deviceDisconnection","bd06138f-b112-457c-a6f3-da89c3454ca4","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"7d1cb9e4-0cd3-4bca-abb5-d2151f2afc30","ecoboxDisconnection Alert for new ink main","40","activated",3,"2022-08-10 06:49:19.644185","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:31.15441",False,"ecoboxDisconnection","3c26b487-07f3-46c2-bf8b-087517641fd2","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"3ff3eb94-807b-4fb2-a575-1f07d2f975fa","deviceDisconnection Alert for New ink pressure","40","activated",3,"2022-08-10 06:49:15.898611","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:23:32.371207",False,"deviceDisconnection","2d49697f-1c60-4154-b705-23b8d8ff4b7e","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"54474a33-1835-4c7a-bc72-32cbe0963866","deviceDisconnection Alert for Old ink pressure","40","activated",3,"2022-08-10 06:49:15.998516","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:23:10.048764",False,"deviceDisconnection","4b57ad32-7803-49a2-aff0-1b9fb0da46a7","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"e883a8e3-cfb5-44c4-ab7e-51d1c355f4ae","ecoboxDisconnection Alert for Old ink backup","40","activated",3,"2022-08-10 06:49:19.584272","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:39.512623",False,"ecoboxDisconnection","d363e7ec-08e8-4380-8694-459866189b73","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"97ada631-60d5-462c-b126-702bac19913e","deviceDisconnection Alert for Old ink flow","40","activated",3,"2022-08-10 06:49:16.333164","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:58.650419",False,"deviceDisconnection","7c9fc9a9-3af6-4005-923c-74b51567573e","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"8a269b75-3148-47ae-9c1a-66e355b35aa0","deviceDisconnection Alert for #2 - Compair L160","40","activated",3,"2022-08-11 19:05:46.390867","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:29.592511",False,"deviceDisconnection","78340492-f698-4b13-bcb8-3bfb7f8f0096","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"f63f65b6-aea4-46b6-8f46-4abebcc46b4a","ecoboxDisconnection Alert for systems backup","40","activated",3,"2022-08-10 06:49:19.805233","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:47.652461",False,"ecoboxDisconnection","99e583c6-9ee5-4daf-98cb-1e62ff55972f","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"73db78f2-257b-4231-84de-ac0224b273b0","ecoboxDisconnection Alert for systems main","40","activated",3,"2022-08-10 06:49:19.752115","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:43.128052",False,"ecoboxDisconnection","628a199b-8383-4c80-b71b-ce2d2b745ca8","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"cd8cc963-0ced-48af-b236-d5f082668ac3","deviceDisconnection Alert for New ink to old flow","40","activated",3,"2022-08-10 06:49:16.179496","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:23:47.95129",False,"deviceDisconnection","ed773365-38fa-4a72-8afc-ae3aa5e86d8d","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
